indexx0,x1,layer,weight,rho,delta,nh,isSeed,clusterId
21142,182.35,-177.36,21,1,14,999,-1,0,-1
21143,-109.71,139.46,21,1,15,999,-1,0,-1
21144,-107.6,133.15,21,1,15,999,-1,0,-1
21145,158.45,-110.85,21,1,21.5,999,-1,0,-1
21146,90.99,-62.62,21,1,14,999,-1,0,-1
21147,-105.49,158.09,21,1,9.5,999,-1,0,-1
21148,-155.52,61,21,1,5.5,999,-1,0,-1
21149,-77.93,1.49,21,1,14.5,999,-1,0,-1
21150,-99.93,6.74,21,1,29.5,999,-1,1,4478
21151,169.57,-139.32,21,1,24.5,999,-1,0,-1
21152,-106.76,21.35,21,1,27,999,-1,1,4479
21153,-55.62,-71.69,21,1,12,999,-1,0,-1
21154,82.45,-27.43,21,1,12,999,-1,0,-1
21155,-42.53,82.43,21,1,18,999,-1,0,-1
21156,-40.95,-84.87,21,1,12,999,-1,0,-1
21157,-34.29,76.04,21,1,17,999,-1,0,-1
21158,-43.75,53.26,21,1,22,999,-1,0,-1
21159,150.87,-113.22,21,1,27,999,-1,1,4480
21160,-72.53,103.68,21,1,28.5,999,-1,1,4481
21161,23.73,-35.67,21,1,2.5,999,-1,0,-1
21162,-52.43,-32.81,21,1,18.5,999,-1,0,-1
21163,-87.68,-15.57,21,1,22,999,-1,0,-1
21164,103.52,-61.73,21,1,21,999,-1,0,-1
21165,161.09,-154.05,21,1,22.5,999,-1,0,-1
21166,-7.48,-2.54,21,1,6.5,999,-1,0,-1
21167,-2.31,-137.18,21,1,4,999,-1,0,-1
21168,-70.73,115.21,21,1,21.5,999,-1,0,-1
21169,191.45,-166.44,21,1,16,999,-1,0,-1
21170,200.98,-155.11,21,1,8.5,999,-1,0,-1
21171,71.53,-5.94,21,1,5.5,999,-1,0,-1
21172,132.76,-104.13,21,1,27,999,-1,1,4482
21173,194.81,-189.4,21,1,9,999,-1,0,-1
21174,-101.16,137.53,21,1,15.5,999,-1,0,-1
21175,-35.85,-102.92,21,1,6,999,-1,0,-1
21176,123.74,-74.82,21,1,25.5,999,-1,1,4483
21177,43.31,53.83,21,1,2,999,-1,0,-1
21178,-104.28,115.56,21,1,20.5,999,-1,0,-1
21179,135.97,-88.58,21,1,31.5,999,-1,1,4484
21180,-78.34,-19.3,21,1,23.5,999,-1,0,-1
21181,196.29,-161.09,21,1,13,999,-1,0,-1
21182,165.15,-146.08,21,1,24,999,-1,0,-1
21183,153.43,-138.48,21,1,21.5,999,-1,0,-1
21184,-61.84,-68.62,21,1,9.5,999,-1,0,-1
21185,-67.68,91.94,21,1,26,999,-1,1,4485
21186,-1.6,-129.2,21,1,4,999,-1,0,-1
21187,105.53,-45.28,21,1,14.5,999,-1,0,-1
21188,-96.9,107.96,21,1,20.5,999,-1,0,-1
21189,87.98,-3.82,21,1,5,999,-1,0,-1
21190,123.17,-88.32,21,1,30,999,-1,1,4486
21191,116.59,-93.14,21,1,19.5,999,-1,0,-1
21192,-96.11,135.7,21,1,17,999,-1,0,-1
21193,-100.89,108.22,21,1,18,999,-1,0,-1
21194,-98.05,-3.29,21,1,29.5,999,-1,1,4487
21195,-68,-74.75,21,1,6,999,-1,0,-1
21196,-13.03,-77.27,21,1,5,999,-1,0,-1
21197,-98.14,-16.14,21,1,18.5,999,-1,0,-1
21198,-69.93,89.41,21,1,26.5,999,-1,1,4488
21199,111.24,-88.92,21,1,20,999,-1,0,-1
21200,-73.4,-31.43,21,1,26,999,-1,1,4489
21201,167.18,-144.11,21,1,27.5,999,-1,1,4490
21202,-112.84,147.99,21,1,13.5,999,-1,0,-1
21203,-156.69,65.57,21,1,6,999,-1,0,-1
21204,107.56,-90.69,21,1,11.5,999,-1,0,-1
21205,128.65,-87.66,21,1,28,999,-1,1,4491
21206,-11.53,-112.07,21,1,5.5,999,-1,0,-1
21207,-90.01,120.17,21,1,28.5,999,-1,1,4492
21208,99.22,-52.42,21,1,18,999,-1,0,-1
21209,-110.73,123.56,21,1,14.5,999,-1,0,-1
21210,-11.68,-82.84,21,1,5,999,-1,0,-1
21211,-9.5,2.29,21,1,8.5,999,-1,0,-1
21212,118.01,-59.34,21,1,19.5,999,-1,0,-1
21213,-97.36,99.07,21,1,15,999,-1,0,-1
21214,169.39,-136.18,21,1,24.5,999,-1,0,-1
21215,-131.64,169.64,21,1,3,999,-1,0,-1
21216,135.93,-113.76,21,1,26,999,-1,1,4493
21217,-22.6,-124.18,21,1,2.5,999,-1,0,-1
21218,-55.54,-54.64,21,1,18.5,999,-1,0,-1
21219,-41.48,59.74,21,1,21,999,-1,0,-1
21220,-18.6,-90.09,21,1,9,999,-1,0,-1
21221,169.61,-159.94,21,1,18,999,-1,0,-1
21222,-143.55,51.67,21,1,11,999,-1,0,-1
21223,136.61,-57.86,21,1,4.5,999,-1,0,-1
21224,-53.18,66.79,21,1,30,999,-1,1,4494
21225,-76.96,113.81,21,1,28,999,-1,1,4495
21226,-41.43,78.1,21,1,20.5,999,-1,0,-1
21227,96.36,-44.58,21,1,17.5,999,-1,0,-1
21228,-172.04,96.52,21,1,6,999,-1,0,-1
21229,-93.9,31.42,21,1,13.5,999,-1,0,-1
21230,0.57,0.08,21,1,8.5,999,-1,0,-1
21231,122.89,-73.61,21,1,24,999,-1,0,-1
21232,-116.6,150.56,21,1,12,999,-1,0,-1
21233,-43.94,51.92,21,1,22,999,-1,0,-1
21234,-69.34,-40.85,21,1,27,999,-1,1,4496
21235,130.7,-79.87,21,1,24.5,999,-1,0,-1
21236,-52.84,85.89,21,1,27,999,-1,1,4497
21237,-111.37,71.51,21,1,3.5,999,-1,0,-1
21238,-91,110.31,21,1,26.5,999,-1,1,4498
21239,-86.02,121.2,21,1,30.5,999,-1,1,4499
21240,-34.4,50.05,21,1,25,999,-1,1,4500
21241,-122.81,41.73,21,1,20.5,999,-1,0,-1
21242,-13.56,20.12,21,1,14.5,999,-1,0,-1
21243,-104.28,30.97,21,1,21.5,999,-1,0,-1
21244,-111.99,162.24,21,1,9.5,999,-1,0,-1
21245,-83,111.91,21,1,30.5,999,-1,1,4501
21246,-89.19,-17.59,21,1,23,999,-1,0,-1
21247,-27.62,-102.04,21,1,8,999,-1,0,-1
21248,-44.24,-67.95,21,1,14,999,-1,0,-1
21249,196.56,-163.33,21,1,14,999,-1,0,-1
21250,-112.02,2.44,21,1,21,999,-1,0,-1
21251,174.82,-161.84,21,1,17.5,999,-1,0,-1
21252,-122.96,53.64,21,1,15,999,-1,0,-1
21253,-157.2,68.3,21,1,5.5,999,-1,0,-1
21254,-64.49,56.67,21,1,11.5,999,-1,0,-1
21255,-20.42,22.19,21,1,14,999,-1,0,-1
21256,107.1,-72.75,21,1,25.5,999,-1,1,4502
21257,-98.89,6.47,21,1,29,999,-1,1,4503
21258,111.29,-87.37,21,1,19.5,999,-1,0,-1
21259,-182.07,114.45,21,1,4.5,999,-1,0,-1
21260,-112.33,30.38,21,1,23.5,999,-1,0,-1
21261,-83.24,138.86,21,1,13,999,-1,0,-1
21262,-42.45,-72.04,21,1,12.5,999,-1,0,-1
21263,159.4,-104.1,21,1,18,999,-1,0,-1
21264,-100.32,136.13,21,1,16.5,999,-1,0,-1
21265,-13.28,-146.46,21,1,3.5,999,-1,0,-1
21266,-16.17,-86.15,21,1,8.5,999,-1,0,-1
21267,121.72,-80.22,21,1,27.5,999,-1,1,4504
21268,-92.59,106.12,21,1,25,999,-1,1,4505
21269,-111.74,177.71,21,1,5,999,-1,0,-1
21270,122.23,-63.03,21,1,18.5,999,-1,0,-1
21271,-82.71,89.98,21,1,14,999,-1,0,-1
21272,-66.16,-1.4,21,1,9,999,-1,0,-1
21273,-98.87,126.97,21,1,24,999,-1,0,-1
21274,-131.84,167.59,21,1,5,999,-1,0,-1
21275,-96.97,-10.62,21,1,23.5,999,-1,0,-1
21276,181.54,-144.65,21,1,20.5,999,-1,0,-1
21277,-61.03,94.44,21,1,24,999,-1,0,-1
21278,-29.17,55.73,21,1,21,999,-1,0,-1
21279,-53.71,-81.38,21,1,9.5,999,-1,0,-1
21280,115.47,-63.38,21,1,23,999,-1,0,-1
21281,-34.45,-81.4,21,1,11,999,-1,0,-1
21282,107.59,-58,21,1,23,999,-1,0,-1
21283,-28.16,-87.08,21,1,11,999,-1,0,-1
21284,128.65,-98.74,21,1,25.5,999,-1,1,4506
21285,-116.68,45.89,21,1,19.5,999,-1,0,-1
21286,-50.52,47.21,21,1,17,999,-1,0,-1
21287,-142.11,65.6,21,1,9.5,999,-1,0,-1
21288,-13.07,15.06,21,1,14,999,-1,0,-1
21289,134.53,-106.74,21,1,22,999,-1,0,-1
21290,169.58,-115.97,21,1,13,999,-1,0,-1
21291,-49.81,76.5,21,1,29.5,999,-1,1,4507
21292,-95.97,117.57,21,1,26.5,999,-1,1,4508
21293,-204.52,134.43,21,1,2.5,999,-1,0,-1
21294,-79.17,88.83,21,1,20.5,999,-1,0,-1
21295,152.2,-132.19,21,1,21,999,-1,0,-1
21296,10.34,-20.98,21,1,2.5,999,-1,0,-1
21297,-52.92,-63.72,21,1,16,999,-1,0,-1
21298,152.41,-123.18,21,1,24,999,-1,0,-1
21299,-4.21,-5.67,21,1,6,999,-1,0,-1
21300,-87.09,-1.37,21,1,26,999,-1,1,4509
21301,-7.64,-145.59,21,1,3.5,999,-1,0,-1
21302,-105.76,27.59,21,1,23,999,-1,0,-1
21303,-64.98,-45.49,21,1,25,999,-1,1,4510
21304,123.82,-73.61,21,1,24,999,-1,0,-1
21305,-92.79,105.03,21,1,25.5,999,-1,1,4511
21306,138.23,-120.05,21,1,16.5,999,-1,0,-1
21307,-87.7,97.69,21,1,22,999,-1,0,-1
21308,-91.91,9.04,21,1,23.5,999,-1,0,-1
21309,-73.85,-33.94,21,1,26,999,-1,1,4512
21310,-121.18,34.39,21,1,19,999,-1,0,-1
21311,-97.8,17.15,21,1,24,999,-1,0,-1
21312,-66.12,-44.96,21,1,26,999,-1,1,4513
21313,-51.53,-41.86,21,1,23.5,999,-1,0,-1
21314,-161.71,72.63,21,1,7,999,-1,0,-1
21315,-102.79,4.48,21,1,28.5,999,-1,1,4514
21316,-73.21,-27.55,21,1,28.5,999,-1,1,4515
21317,-80.25,116.6,21,1,28.5,999,-1,1,4516
21318,-87.29,4.58,21,1,22.5,999,-1,0,-1
21319,48.37,-29.29,21,1,2.5,999,-1,0,-1
21320,-83.28,-18.25,21,1,25,999,-1,1,4517
21321,159.49,-142.83,21,1,23.5,999,-1,0,-1
21322,184.87,-141.48,21,1,14.5,999,-1,0,-1
21323,-103.99,-10.87,21,1,19,999,-1,0,-1
21324,-37.69,54.06,21,1,23,999,-1,0,-1
21325,141.77,-104.39,21,1,29,999,-1,1,4518
21326,-78.68,107.56,21,1,30,999,-1,1,4519
21327,133.27,-100.19,21,1,25,999,-1,1,4520
21328,-98.76,31.11,21,1,17.5,999,-1,0,-1
21329,-92.53,-10.9,21,1,26.5,999,-1,1,4521
21330,-39.23,72.61,21,1,21.5,999,-1,0,-1
21331,-109.2,151.92,21,1,12.5,999,-1,0,-1
21332,110.96,-59.64,21,1,23,999,-1,0,-1
21333,-70.16,-44.34,21,1,23,999,-1,0,-1
21334,-20.62,39.23,21,1,18,999,-1,0,-1
21335,-78.28,112.46,21,1,29.5,999,-1,1,4522
21336,-68.87,4.1,21,1,10,999,-1,0,-1
21337,-46.76,45.51,21,1,19,999,-1,0,-1
21338,-38.08,-45.51,21,1,10.5,999,-1,0,-1
21339,-90.23,135.38,21,1,17.5,999,-1,0,-1
21340,104.88,-59.1,21,1,22.5,999,-1,0,-1
21341,181.24,-166.28,21,1,15.5,999,-1,0,-1
21342,-45.69,79.5,21,1,24,999,-1,0,-1
21343,137.57,-104.61,21,1,30,999,-1,1,4523
21344,-84.51,105.99,21,1,29.5,999,-1,1,4524
21345,147.7,-95.77,21,1,26,999,-1,1,4525
21346,220.18,-191.47,21,1,5,999,-1,0,-1
21347,-120.49,138.75,21,1,10.5,999,-1,0,-1
21348,122.3,-83.36,21,1,29.5,999,-1,1,4526
21349,129.86,-102.86,21,1,24,999,-1,0,-1
21350,-127.89,30.7,21,1,15,999,-1,0,-1
21351,-71.55,71,21,1,18.5,999,-1,0,-1
21352,-67.27,88.31,21,1,27,999,-1,1,4527
21353,112.3,-75.99,21,1,24,999,-1,0,-1
21354,-26.05,33.52,21,1,16.5,999,-1,0,-1
21355,-16.38,-62.49,21,1,2,999,-1,0,-1
21356,138.05,-97.24,21,1,30,999,-1,1,4528
21357,-56.55,-49.16,21,1,22,999,-1,0,-1
21358,-37.38,78.89,21,1,18,999,-1,0,-1
21359,-39.68,93.56,21,1,11.5,999,-1,0,-1
21360,-147.35,87.05,21,1,7,999,-1,0,-1
21361,-93.71,108.33,21,1,25,999,-1,1,4529
21362,134.92,-78.3,21,1,20,999,-1,0,-1
21363,-32.37,50.63,21,1,24,999,-1,0,-1
21364,-75.74,67.49,21,1,12.5,999,-1,0,-1
21365,-99.44,1.93,21,1,29.5,999,-1,1,4530
21366,-108.63,-12.24,21,1,14.5,999,-1,0,-1
21367,0.15,25.38,21,1,9.5,999,-1,0,-1
21368,-106.7,160.49,21,1,9,999,-1,0,-1
21369,194.17,-184.41,21,1,12,999,-1,0,-1
21370,-118.07,24.64,21,1,19.5,999,-1,0,-1
21371,-75.32,-29.2,21,1,27,999,-1,1,4531
21372,-83.69,116.62,21,1,31.5,999,-1,1,4532
21373,-56.18,92.37,21,1,24,999,-1,0,-1
21374,150.38,-105.59,21,1,26.5,999,-1,1,4533
21375,-64.7,91.66,21,1,26,999,-1,1,4534
21376,-96.16,93.36,21,1,11.5,999,-1,0,-1
21377,-139.37,38.78,21,1,12.5,999,-1,0,-1
21378,-119.86,150.3,21,1,11,999,-1,0,-1
21379,86.98,-25.06,21,1,12.5,999,-1,0,-1
21380,-52.72,-29.47,21,1,17,999,-1,0,-1
21381,-42.43,93.26,21,1,15,999,-1,0,-1
21382,-106.2,155.23,21,1,10.5,999,-1,0,-1
21383,-40.04,41.73,21,1,19,999,-1,0,-1
21384,134.45,-93.38,21,1,28,999,-1,1,4535
21385,148.86,-114.55,21,1,26.5,999,-1,1,4536
21386,-59.64,91.03,21,1,29,999,-1,1,4537
21387,-67.03,76.77,21,1,25,999,-1,1,4538
21388,-120.7,151.33,21,1,11.5,999,-1,0,-1
21389,193.89,-164.68,21,1,16.5,999,-1,0,-1
21390,-134.57,43.23,21,1,15,999,-1,0,-1
21391,183.6,-123.58,21,1,8.5,999,-1,0,-1
21392,-94.96,-8.25,21,1,30,999,-1,1,4539
21393,-129.27,164.25,21,1,7.5,999,-1,0,-1
21394,101.61,-57.75,21,1,22,999,-1,0,-1
21395,104.24,-46.58,21,1,16,999,-1,0,-1
21396,-158.77,95.63,21,1,7.5,999,-1,0,-1
21397,-80.07,1.51,21,1,17.5,999,-1,0,-1
21398,134.52,-89.42,21,1,30,999,-1,1,4540
21399,-159.24,89.57,21,1,8,999,-1,0,-1
21400,-25.22,30.35,21,1,16.5,999,-1,0,-1
21401,185.22,-134.41,21,1,12.5,999,-1,0,-1
21402,-44.98,69.44,21,1,26.5,999,-1,1,4541
21403,-166.62,85.38,21,1,8.5,999,-1,0,-1
21404,116.11,-68.41,21,1,25,999,-1,1,4542
21405,122.98,-101.1,21,1,21,999,-1,0,-1
21406,-189.77,121.58,21,1,5.5,999,-1,0,-1
21407,-4.07,18.79,21,1,12,999,-1,0,-1
21408,-117.65,48.64,21,1,16.5,999,-1,0,-1
21409,-191,117.33,21,1,4.5,999,-1,0,-1
21410,130.69,-74.82,21,1,21.5,999,-1,0,-1
21411,183.53,-163.62,21,1,16.5,999,-1,0,-1
21412,-59.63,-44.15,21,1,25,999,-1,1,4543
21413,-99.25,-9.98,21,1,26,999,-1,1,4544
21414,-20.78,41.03,21,1,17,999,-1,0,-1
21415,-113.91,119.1,21,1,11.5,999,-1,0,-1
21416,-54.6,54.46,21,1,18.5,999,-1,0,-1
21417,-89.85,114.63,21,1,27,999,-1,1,4545
21418,-72.81,-34.51,21,1,25.5,999,-1,1,4546
21419,-58.28,-70.58,21,1,10.5,999,-1,0,-1
21420,-91.67,113.44,21,1,25,999,-1,1,4547
21421,-49.87,41.46,21,1,13.5,999,-1,0,-1
21422,165.53,-137.56,21,1,26,999,-1,1,4548
21423,1.64,-6.67,21,1,6.5,999,-1,0,-1
21424,-38.8,-82.29,21,1,10.5,999,-1,0,-1
21425,203.28,-170.94,21,1,10.5,999,-1,0,-1
21426,-154.52,99.79,21,1,6.5,999,-1,0,-1
21427,93.99,-31.41,21,1,15,999,-1,0,-1
21428,-100,23.72,21,1,22.5,999,-1,0,-1
21429,-105.21,146.53,21,1,15,999,-1,0,-1
21430,128.41,-95.76,21,1,26,999,-1,1,4549
21431,92.06,-36.03,21,1,15,999,-1,0,-1
21432,-32.02,40.9,21,1,21.5,999,-1,0,-1
21433,139.86,-109.51,21,1,29,999,-1,1,4550
21434,147.63,-105.19,21,1,26.5,999,-1,1,4551
21435,-92.82,-27.9,21,1,17.5,999,-1,0,-1
21436,-123.88,28.98,21,1,17.5,999,-1,0,-1
21437,-172.67,230,21,1,1,999,-1,0,-1
21438,-90.86,146.01,21,1,11,999,-1,0,-1
21439,-88.56,151.68,21,1,7,999,-1,0,-1
21440,0.15,5.08,21,1,9.5,999,-1,0,-1
21441,119.22,-69.24,21,1,23,999,-1,0,-1
21442,-67.02,102.67,21,1,24.5,999,-1,0,-1
21443,-105.38,35.99,21,1,19,999,-1,0,-1
21444,173.03,-149.37,21,1,25.5,999,-1,1,4552
21445,100.44,-23.66,21,1,8.5,999,-1,0,-1
21446,-58.17,98.36,21,1,17,999,-1,0,-1
21447,-32.57,60.83,21,1,18.5,999,-1,0,-1
21448,-58.54,93.28,21,1,24.5,999,-1,0,-1
21449,167.19,-140.59,21,1,25.5,999,-1,1,4553
21450,150.62,-103.99,21,1,27,999,-1,1,4554
21451,153.41,-138.52,21,1,21.5,999,-1,0,-1
21452,-38.16,12.38,21,1,4.5,999,-1,0,-1
21453,197.66,-189.18,21,1,9.5,999,-1,0,-1
21454,-80.72,95.21,21,1,24,999,-1,0,-1
21455,94.87,-44.25,21,1,16.5,999,-1,0,-1
21456,154.16,-111.44,21,1,26,999,-1,1,4555
21457,97.23,-50.44,21,1,17.5,999,-1,0,-1
21458,83.32,-20.83,21,1,11.5,999,-1,0,-1
21459,89.63,-26.39,21,1,13.5,999,-1,0,-1
21460,-68.71,-17.88,21,1,20,999,-1,0,-1
21461,81.96,-26.13,21,1,11.5,999,-1,0,-1
21462,106.15,-79.57,21,1,22,999,-1,0,-1
21463,-50.24,-53.49,21,1,18,999,-1,0,-1
21464,-98.8,8.87,21,1,26.5,999,-1,1,4556
21465,-136.03,192.39,21,1,4,999,-1,0,-1
21466,-90.35,-7.85,21,1,27.5,999,-1,1,4557
21467,31.59,-15.72,21,1,2,999,-1,0,-1
21468,124.39,-65.36,21,1,18.5,999,-1,0,-1
21469,144.94,-122.3,21,1,19.5,999,-1,0,-1
21470,-100.41,56.19,21,1,5.5,999,-1,0,-1
21471,-69.86,97.41,21,1,27.5,999,-1,1,4558
21472,-152.93,88.33,21,1,7.5,999,-1,0,-1
21473,-66.53,-35.79,21,1,26.5,999,-1,1,4559
21474,-45.24,48.4,21,1,19.5,999,-1,0,-1
21475,-161.91,66.52,21,1,4.5,999,-1,0,-1
21476,154.46,-128.1,21,1,24,999,-1,0,-1
21477,-117.95,34.04,21,1,21.5,999,-1,0,-1
21478,132.02,-120.39,21,1,9,999,-1,0,-1
21479,181.53,-140.26,21,1,17.5,999,-1,0,-1
21480,154.59,-120.03,21,1,23.5,999,-1,0,-1
21481,-65.75,76.17,21,1,27,999,-1,1,4560
21482,118.51,-94.09,21,1,19.5,999,-1,0,-1
21483,-84.73,4.17,21,1,22,999,-1,0,-1
21484,108.35,-47.3,21,1,15,999,-1,0,-1
21485,96.25,-25.38,21,1,12.5,999,-1,0,-1
21486,40.13,55.53,21,1,2,999,-1,0,-1
21487,-42.36,78.47,21,1,20,999,-1,0,-1
21488,-69.67,-22.77,21,1,23,999,-1,0,-1
21489,-102.73,24.43,21,1,23.5,999,-1,0,-1
21490,-101.88,121.77,21,1,24.5,999,-1,0,-1
21491,-14.21,68.43,21,1,5,999,-1,0,-1
21492,-52.82,56.96,21,1,20,999,-1,0,-1
21493,137.07,-108.64,21,1,28.5,999,-1,1,4561
21494,-123.13,37.73,21,1,20.5,999,-1,0,-1
21495,174,-152.58,21,1,23,999,-1,0,-1
21496,-118.48,12.97,21,1,15.5,999,-1,0,-1
21497,-183.82,112.79,21,1,4.5,999,-1,0,-1
21498,173.6,-141.03,21,1,24.5,999,-1,0,-1
21499,-51.19,50.57,21,1,18,999,-1,0,-1
21500,177.5,-164.22,21,1,18.5,999,-1,0,-1
21501,-86.02,112.42,21,1,29.5,999,-1,1,4562
21502,-78.62,99.52,21,1,28.5,999,-1,1,4563
21503,150.54,-99.62,21,1,25,999,-1,1,4564
21504,-60.22,-13.55,21,1,11.5,999,-1,0,-1
21505,-71.52,106.45,21,1,27,999,-1,1,4565
21506,-103.24,-7.88,21,1,24,999,-1,0,-1
21507,-117.26,26.03,21,1,21,999,-1,0,-1
21508,-48.51,-76.13,21,1,11.5,999,-1,0,-1
21509,-52.68,36.63,21,1,9,999,-1,0,-1
21510,-54.23,79.47,21,1,31.5,999,-1,1,4566
21511,-78.47,-31.48,21,1,26,999,-1,1,4567
21512,-152.82,213.11,21,1,2.5,999,-1,0,-1
21513,135.09,-102.53,21,1,30.5,999,-1,1,4568
21514,-58.77,57.72,21,1,18,999,-1,0,-1
21515,91.86,-44.34,21,1,16.5,999,-1,0,-1
21516,80.26,-14.57,21,1,11,999,-1,0,-1
21517,164,-135.47,21,1,26,999,-1,1,4569
21518,136.72,-91.99,21,1,31,999,-1,1,4570
21519,-59.18,-48.78,21,1,23.5,999,-1,0,-1
21520,-29.75,-100.71,21,1,8,999,-1,0,-1
21521,-47.91,79.03,21,1,27,999,-1,1,4571
21522,-55.22,-48.62,21,1,21,999,-1,0,-1
21523,122.94,-70.95,21,1,22,999,-1,0,-1
21524,-97.64,107.71,21,1,21,999,-1,0,-1
21525,-21.49,-102.19,21,1,8.5,999,-1,0,-1
21526,-124.98,191.59,21,1,5,999,-1,0,-1
21527,77.87,-17.83,21,1,10.5,999,-1,0,-1
21528,172.05,-129.63,21,1,21.5,999,-1,0,-1
21529,136.92,-127.1,21,1,12,999,-1,0,-1
21530,90.48,-24.17,21,1,12.5,999,-1,0,-1
21531,172.32,-128.93,21,1,21,999,-1,0,-1
21532,-147.2,70.7,21,1,9.5,999,-1,0,-1
21533,-176.37,93.61,21,1,4,999,-1,0,-1
21534,160.25,-153.5,21,1,21.5,999,-1,0,-1
21535,-39.49,51.25,21,1,23.5,999,-1,0,-1
21536,198.58,-179.79,21,1,14,999,-1,0,-1
21537,152.48,-127.19,21,1,23,999,-1,0,-1
21538,-38.6,38.92,21,1,18,999,-1,0,-1
21539,201.67,-204.94,21,1,6,999,-1,0,-1
21540,-96.05,119.25,21,1,25.5,999,-1,1,4572
21541,-73.91,60.36,21,1,9,999,-1,0,-1
21542,73.92,-26.84,21,1,8.5,999,-1,0,-1
21543,-90.84,1.38,21,1,27.5,999,-1,1,4573
21544,-173.01,111.77,21,1,6.5,999,-1,0,-1
21545,170.26,-162.94,21,1,16.5,999,-1,0,-1
21546,-73.88,80.6,21,1,24.5,999,-1,0,-1
21547,132.31,-89.97,21,1,30.5,999,-1,1,4574
21548,93.18,-50.49,21,1,15.5,999,-1,0,-1
21549,33.68,-8.91,21,1,1.5,999,-1,0,-1
21550,-66.97,74.23,21,1,21.5,999,-1,0,-1
21551,103.98,-53.21,21,1,20,999,-1,0,-1
21552,-58.1,-60.44,21,1,16.5,999,-1,0,-1
21553,-3.85,13.16,21,1,12,999,-1,0,-1
21554,163.72,-119.44,21,1,20,999,-1,0,-1
21555,-152.14,88.24,21,1,7.5,999,-1,0,-1
21556,-85.56,3.01,21,1,22,999,-1,0,-1
21557,46.08,36.47,21,1,2,999,-1,0,-1
21558,-110.59,9.06,21,1,21.5,999,-1,0,-1
21559,145.88,-97.93,21,1,28.5,999,-1,1,4575
21560,-31.35,36.26,21,1,19,999,-1,0,-1
21561,189.49,-173.21,21,1,17,999,-1,0,-1
21562,-111.47,-11.17,21,1,12,999,-1,0,-1
21563,-111.62,-11.33,21,1,12,999,-1,0,-1
21564,150.57,-110.34,21,1,26.5,999,-1,1,4576
21565,-64.06,83.8,21,1,28,999,-1,1,4577
21566,109.91,-74.26,21,1,25,999,-1,1,4578
21567,100.64,-61.97,21,1,20.5,999,-1,0,-1
21568,159.73,-161.61,21,1,9,999,-1,0,-1
21569,154.11,-138.62,21,1,22,999,-1,0,-1
21570,120.49,-89.76,21,1,30,999,-1,1,4579
21571,-74.06,-25.02,21,1,26.5,999,-1,1,4580
21572,-38.62,-75.08,21,1,9.5,999,-1,0,-1
21573,-84.35,-22.69,21,1,25.5,999,-1,1,4581
21574,-61.25,-33.28,21,1,25.5,999,-1,1,4582
21575,-79.76,-11.46,21,1,25.5,999,-1,1,4583
21576,-39.34,-96.07,21,1,8,999,-1,0,-1
21577,-29.05,-19.38,21,1,2,999,-1,0,-1
21578,-28.63,-37.62,21,1,2,999,-1,0,-1
21579,71.17,8.43,21,1,3,999,-1,0,-1
21580,146.56,-145.11,21,1,10,999,-1,0,-1
21581,-78.49,-1.3,21,1,18.5,999,-1,0,-1
21582,-89.83,-18.36,21,1,23,999,-1,0,-1
21583,-124.96,159.64,21,1,10.5,999,-1,0,-1
21584,112.78,-73.73,21,1,26,999,-1,1,4584
21585,-31,30.29,21,1,15.5,999,-1,0,-1
21586,-151.39,199.88,21,1,3,999,-1,0,-1
21587,-122.25,11.41,21,1,10,999,-1,0,-1
21588,-49.9,83.41,21,1,26.5,999,-1,1,4585
21589,91.16,-63.27,21,1,14,999,-1,0,-1
21590,-89.64,122.98,21,1,30.5,999,-1,1,4586
21591,161.75,-154.01,21,1,22.5,999,-1,0,-1
21592,-48.19,-85.7,21,1,9,999,-1,0,-1
21593,-137.39,65.63,21,1,9,999,-1,0,-1
21594,-35.86,60.71,21,1,23,999,-1,0,-1
21595,152.14,-86.66,21,1,15,999,-1,0,-1
21596,-66.96,117.06,21,1,16.5,999,-1,0,-1
21597,-62.77,-54.4,21,1,19.5,999,-1,0,-1
21598,137.4,-90.31,21,1,29.5,999,-1,1,4587
21599,-31.27,44.23,21,1,22,999,-1,0,-1
21600,167.12,-153.78,21,1,23.5,999,-1,0,-1
21601,-26.57,33.74,21,1,16.5,999,-1,0,-1
21602,-8.69,-103.28,21,1,6,999,-1,0,-1
21603,-25.98,-94.85,21,1,10.5,999,-1,0,-1
21604,-52.38,-34.95,21,1,19.5,999,-1,0,-1
21605,-62.09,88.46,21,1,29.5,999,-1,1,4588
21606,-55.55,68.87,21,1,25.5,999,-1,1,4589
21607,-95.75,108.8,21,1,20.5,999,-1,0,-1
21608,-59.87,-46.95,21,1,23.5,999,-1,0,-1
21609,28.82,-37.82,21,1,2,999,-1,0,-1
21610,-69.63,-36.63,21,1,28,999,-1,1,4590
21611,-47.36,-46.5,21,1,18.5,999,-1,0,-1
21612,-55.04,81.33,21,1,29.5,999,-1,1,4591
21613,-31.69,63.37,21,1,18,999,-1,0,-1
21614,-134.48,88.91,21,1,3.5,999,-1,0,-1
21615,-51.13,-32.86,21,1,18,999,-1,0,-1
21616,0.97,-114.74,21,1,3.5,999,-1,0,-1
21617,-55.87,76.23,21,1,31,999,-1,1,4592
21618,73.02,-28.55,21,1,8.5,999,-1,0,-1
21619,135.46,-95.24,21,1,29.5,999,-1,1,4593
21620,-120.34,151.5,21,1,11.5,999,-1,0,-1
